,caption,image_id
155735,a woman in a bikini hitting a volleyball,355247
155811,The woman is jumping and hitting a volleyball.,355247
57924,A crowd of people standing in the middle of a street.,290248
57938,A crowd of people are walking through a covered sidewalk.,290248
58260,People walk down a crowded street at a festival,290248
58380,A large crowd is walking in the street for a festival,290248
58456,Several people are grouped together in a public area.,290248
182813,A man running with a baseball bat in his hand.,351747
182862,A couple of baseball players that are standing in the dirt.,351747
182863,A batter taking off for first base and a catcher on his feet.,351747
182880,A group of men standing around near a base.,351747
182975,The baseball player is running with a bat in his hand.,351747
133554,A man falling off a surfboard while riding  a wave.,42501
133703,A man is falling off of his surfboard in the ocean.,42501
133759,A man doing tricks in the ocean water with his surfboard,42501
133781,The surfer has been tossed from his board by  a mighty wave.,42501
133882,A man falling off a surf board in the ocean.,42501
141935,A man sitting at a table with a plate of chill cheese dogs.,278172
142236,A woman with hot dog and a cup of a drink with candles burning.,278172
142240,A woman next to a table with hotdog and a cup while candles burn,278172
142326,The woman is lighting a candle before eating her meal. ,278172
142403,A young lady is lighting the candle before eating her meal. ,278172
142472,A person at a table with some hot dogs.,278172
194447,A little boy flying a kite in a sunny field,393710
194589,A young boy is flying a kite in the park. ,393710
194660,A boy flying a kite in a grassy field.,393710
194708,A young man flying a small kite on top of a field.,393710
194777,a little boy that is flying some kind of kite,393710
90893,People are walking in the rain holding umbrellas.,530854
90903,Several different opened umbrellas all located near each other.,530854
90910,Several plaid and red umbrellas opened on a dreary day.,530854
90944,Opened up umbrellas in different colors and patterns.,530854
91040,Several umbrellas in different styles can be seen with rain on them.,530854
151349,A tennis player with racket and a bag with a baby,126631
151422,A man holding a tennis racket with a little girl putting something in a bag ,126631
151430,A child reaching into a bag that a man is holding along with a tennis raquet.,126631
151495,A little girl standing on a  tennis court with an adult.,126631
151517,Very cute toddler reaching for something in a bag on a tennis court,126631
188059,A batter swinging a baseball bat with the catcher behind him.,297522
188161,a man wearing a uniform and swinging a baseball bat,297522
188220,A baseball game is being watched by players.,297522
188311,A man swinging a bat as he plays in a baseball game.,297522
188326,Spectators and players watching a professional baseball game,297522
83412,A man with a white shirt and dress pants outside in the rain with an umbrella.,29472
83517,Black and white picture of a man walking in the rain with an umbrella.,29472
83823,A man is standing under an umbrella in the rain.,29472
83839,A man is walking and holding an umbrella above his head.,29472
83846,A woman holding an umbrella walks alone in the rain.,29472
12675,Open book with images of various airplane models and shapes,1342
12798,An open book with photos of trains. ,1342
12818,An open book showing a page about airplane shapes.,1342
12827,A Person holding a book opened to a page with pictures of trains and planes.,1342
12873,A person holding an open book in their hand.,1342
171100,A woman points a hair drier like it is a gun.,384136
171389,A woman is pointing and holding a hair dryer.,384136
171465,A young woman holding a hair dryer like a gun.,384136
171547,A woman brandishes a hair dryer with a suspicious look,384136
171548,A WOMAN IS HOLDING A HAIR DRYER IN HER HAND,384136
188451,A man in glasses standing and talking on a cell phone.,301397
188537,A man standing outdoors talking on his cell phone.,301397
188813,A man on a cell phone with glasses,301397
188846,A young man wearing glasses speaking on a cell phone.,301397
188885,A man with glasses is talking on a cell phone outside.,301397
67288,A dog carrying a Frisbee at a dog competition.,457943
67328,A dog participating in a dog show or competition.,457943
67376,A dog carries a frisbee in its mouth.,457943
67474,A white dog catching a novelty flying disc in a competition.,457943
67578,Gated dog park area where some dogs have frisbees,457943
197384,Bartender opening a bottle of wine while patron waits patiently,25394
197441,A bartender opening a bottle with a rag.,25394
197450,Hey man that is opening up a bottle of wine.,25394
197465,A young man serving wine at a bar.,25394
197482,A bartender opens a wine bottle with a towel. ,25394
115936,A group of men playing baseball with people watching.,416311
115967,A group of baseball players standing on top of a field.,416311
116004,A pitcher throwing a ball over the plate at a baseball game.,416311
116026,A pitcher throwing a ball during a baseball game.,416311
116104,The large crowd watches as a pitch is thrown to home plate.,416311
152755,A person with braces is biting into a sandwich.,547341
152799,A boy with braces is eating a sandwich.,547341
152874,A man with braces biting into a ham and lettuce sandwich,547341
152895,Boy with braces outside biting into a sandwich.,547341
152996,A person biting into a sandwich while under a tree.,547341
81934,A flat bed truck traveling down the street.,468405
81964,A truck with no door driving down the street,468405
82001,A green truck is driving down the road,468405
82030,A truck with long bed and cargo is driving with other traffic.,468405
82232,"A busy city area, with a large green truck, several vehicles, and people walking and riding bikes",468405
135372,A woman and a man in a wheel chair sitting in front of a table with a cake.,134278
135705,An elderly man attempts to blow a birthday candle out.,134278
136047,A man blowing out the candles on a birthday cake,134278
136822,A man is blowing out candles on a cake while others applaud.,134278
137023,Man in wheel chair blowing out candles on a brown cake. ,134278
137092,A cake is lit with tall yellow candles.,163473
137212,a person is holding a white dog and looking at a white cake,163473
137510,"A tall, white birthday cake with a 6 candle on it sits with lit candles on a table; a dog bone has also been decorated and had a single candle lit, and a lady is holding a white dog in the background. ",163473
137639,A birthday cake with lit birthday candles on a table.,163473
137787,A 6th birthday cake for a white dog being held by its owner.,163473
111426,Two big brown horses pulling a cart filled with people.,310669
111626,People in costume and in regular clothing ride in a horse drawn carriage.,310669
111637,"Brown horses pull a wagon with a man with an accordian, a woman driver, a small girl and a woman with glasses.",310669
111656,Two large horses are pulling a family in a carriage.,310669
111699,A couple of brown horses pulling people on a wagon.,310669
114522,A woman sticking her tongue out to a young boy.,141205
118839,A woman sticking her tongue at a boy as he smiles. ,141205
118903,two people looking for  the their height,141205
119227,A woman sticking her tongue out beside a boy smiling. ,141205
119249,Mom and son joking around while in the park.,141205
48119,A red double decker bus driving down a city street.,438364
48178,A red double decker bus on street next to a wall.,438364
48320,A red double decker bus parked near a curb,438364
48356,a double decked  red bus loaded with passengers,438364
48425,A double deck red bus driving on a street.,438364
118981,many kids holding skating board on the snow,267123
119067,A group of people standing next to each other in the snow.,267123
119095,A ski teacher and his students pose for a photo together.,267123
119172,A group of young children is standing on skis.,267123
119191,Two rows of young skiers lined up for pictures with their skis.,267123
186449,A COUPLE OF PEOPLE AT A TABLE NEAR A POOL OUTSIDE ON THEIR PHONES,192296
186785,A group of people sitting around a table playing on their cell phones.,192296
186861,Three people looking at their cell phones and one person holding a camera. ,192296
186901,Friends sit around a table outside enjoying their food.,192296
186942,a few people that are looking at their phones,192296
36724,a woman is wearing a yellow jacket and a man in a white shirt,460059
37189,A man and a woman are sitting on a park bench.,460059
37516,Two adults seated on a wooden bench near a river.,460059
37653,Two people sitting on a wooden bench looking at the camera.,460059
37772,Man and woman sitting on a bench near a body of water.,460059
181651,A couple of young men standing on top of a baseball field.,212309
181662,Two men are running and playing some baseball.,212309
181691,The runner tries to reach a plate before the baseman catches the ball.,212309
181713,Two players from opposing teams in mid play ,212309
181908,Two men running and playing baseball with plate and grass,212309
166467,Kites being flown by a crowd of young children on a cloudy day.,284749
166496,A group of people fly kites on a windy day.,284749
166506,A group of people standing around a park flying kites.,284749
166575,Groups of people at a park flying kites.,284749
166581,A group of children are flying kites against the white sky.,284749
158941,a young snowboarder getting air during a jump ,512455
159137,The snowboarder wearing a helmet is jumping over a hill. ,512455
159361,A person performs a jump on a snowboard on a snowy hill.,512455
159422,A snowboarder soars several feet above a snowy hill.,512455
159672,A snowboarder is performing a jump on a ski slope.,512455
87018,A young boy leaning up against an iron fence.,384038
87242,A boy standing next to a fence in front of a vintage train.,384038
87309,A kid standing by a metal fence and a train.,384038
87335,Little kid leans against the gate in front of train,384038
87385,The young child is standing by the fence outside.,384038
46376,The double decker bus is heading south through the mountainous region of California.,107247
46497,a bus cross an intersection with a traffic light and a clock tower,107247
46531,A double-decker bus decorated with signs is in front of a building with a clocktower,107247
46581,An older double decker buss driving on a street in a town in the mountains.,107247
46602,A double decker bus is driving through the city,107247
128776,A dated image of a newly married couple cutting a wedding cake.,260025
128795,A couple cutting a cake in a wedding photo.,260025
128880,a man and woman are cutting into a cake,260025
128948,a man and woman cut a wedding cake ,260025
129004,A young couple stands behind a wedding cake with a knife.,260025
115423,Pitcher in green and grey uniform in the motion of throwing ball. ,357529
115427,The pitcher wearing a green cap is throwing a baseball.,357529
115442,A pitcher throws a baseball in a baseball field.,357529
115489,pitcher with grey and white shirt throwing a pitch,357529
115546,A baseball player pitching a baseball on top of a field.,357529
140082,a man biting into a sandwich while seated at an outdoor table.,504790
140336,Man hold up deli sandwich along with condiment and drink.,504790
140422,a man takes a bite out of a large sandwich,504790
140473,A man takes a bit out of a submarine sandwich. ,504790
140586,The man is eagerly biting into a large sandwich.,504790
164729,"Man relaxes on couch with pillows, blanket, and his computer. ",180584
164883,a laptop and a man holding a controller on a couch,180584
164930,Resting on the couch with comforts close to hand.,180584
164934,A man laying on a couch holding a remote and covered with a blanket.,180584
165103,A man laying on a couch holding a remote.,180584
109164,Two jockeys ride their horses in a race at the track. ,481480
109235,Horses racing on a dirt track at a race track.,481480
109321,Horses racing on a dirt track with flowers around the scoreboard.  ,481480
109410,A couple of men racing horses next to each other.,481480
109425,Horses and jockeys running on a racing track.,481480
137864,A group of young men playing a game of soccer.,457559
137926,THERE ARE PEOPLE RUNNING IN THE GRASS PLAYING SOCCER ,457559
138171,Young men avidly playing soccer on a green field,457559
138463,A soccer game with players from both teams going after the ball and other players close behind.,457559
138582,A soccer player preparing to kick a soccer ball as an opposing player runs along side.,457559
49442,some people are running on a road and a green and white sign,477305
49444,A group of people that are running in the street.,477305
49697,A crowd of people walking down a highway next to a green sign.,477305
49737,a couple of people walking on a highway ,477305
50068,a large group of people is running down the interstate,477305
159499,a woman laying in bed with just a blanket covering her,366748
159661,A BEAUTIFUL WOMAN IS LAYING ON A BED COVERED WITH A WHITE SHEET,366748
159699,A pretty blonde haired girl wrapped up in a sheet and laying down.,366748
159871,Young woman flirtatiously on bed wearing only a towel.,366748
160031,a blonde with a bed sheet wrapped around her body,366748
150681,A group of men cutting a sheet cake on top of a table.,506458
150731,Three guys wearing Army camouflage attire cutting a large cake.,506458
152365,a group of men standing next to and cutting a cake,506458
152477,Three men in military uniform cut a cake. ,506458
152646,Three men in military uniform cut a cake.,506458
70605,A man on a horse watching another man wrestle a cow.,246562
70742,A cowboy is pulling a calf down to tie.,246562
70780,A cowboy is falling over backward by a horse.,246562
70811,A picture of a person that is falling off of an animal.,246562
70861,A man on a horse and a man wrestling a steer.,246562
89583,A person riding an elephant and carrying gas cylinders,511204
89610,An elephant walking with two heave pails and and Indian man on the top,511204
89641,a nd elephant is carrying some red jugs,511204
89714,a man riding on top of an elphant holding a stick with containers,511204
89761,An elephant carries two tanks while being ridden.,511204
186965,A man holding a smart phone in his right hand.,104982
187172,A cell phone showing the date and time on its display screen.,104982
193334,A person using their cellphone. The time reads 13:04 on the clock.,104982
193388,a man checking his smartphone for the time,104982
193612,"The LG cell phone shows a date of January 27, 2010.",104982
49293,Woman pushing a stroller into a blue building.,254917
49794,A woman with a stroller walks on the road.,254917
49839,A shopping area with a woman crossing the street with a stroller.,254917
49882,A woman pushing a stroller and others walking outside near buildings. ,254917
49891,A woman is walking across a city street with her child in a stroller.,254917
145432,A man is playing on a tennis court.,177990
145746,A man holding a tennis racket is hitting a ball.,177990
145761,Male tennis player hitting the ball and audience in the background at a tennis game.,177990
145855,A man with a racket walks on a court.,177990
145919,A man hitting a tennis ball with his racket. ,177990
136297,Woman with decorated cake with one lit candle,468917
136388,A person that is about to blow out some candles.,468917
136476,A woman getting ready to blow out the candle of a cake.,468917
136607,The woman sits at the table overlooking the pink and white cake with lit candle.,468917
136638,A woman sitting at a table with a pink and white cake.,468917
53215,A passenger bus that is driving down the street.,42408
53263,A couple of white and blue buses driving down a street.,42408
53346,A bus riding down the road in the middle of the day.,42408
53373,a very long bus moving on the street very fast,42408
53603,a city bus drives down a road with other traffic ,42408
182215,A couple of men on a field playing baseball.,312416
182281,The batter looks at the catcher during a baseball game,312416
182311,A man at bat and a catcher on a baseball field,312416
182394,Two baseball players who are sitting in the dirt.,312416
196260,A batter at a baseball game looking back at the catcher.,312416
44178,A little girl climbing up steps to touch a giraffe.,536720
44373,A girl in a pink shirt and green shorts is on a set of stairs reaching her arm toward  three giraffes who are stretching over a fence.,536720
44383,"The giraffes crane their long necks towards the young girl, eager for their next meal.",536720
44569,Girl climbing steps toward giraffes as they extend their neck toward her.,536720
44627,A woman and girl near a fence with large birds.,536720
78596,"A man and a woman walking down a street carrying dogs, a kid and luggage.",26734
78656,there is a man and a woman with two dogs and a baby holding luggage ,26734
78676,A woman walking two dogs while pulling a suitcase next to a man walking with a suitcase and a baby,26734
78979,"A child, man and woman walking with their luggage and two dogs. ",26734
79049,"A couple with dogs, luggage and a child",26734
89622,a young man pushes a dog standing on a skate board ,449560
89642,a man is pushing a dog on a skateboard,449560
89643,A boy riding with a dog on a skateboard.,449560
89817,A man holding a skateboard with a bulldog on it.,449560
89890,A man pushes his dog across a wood floor on a skateboard.,449560
74012,Two adorable little girls standing next to a stop sign.,249936
74825,Two girls with blue shirts stand near a stop sign.,249936
75016,Two young girls standing next to a big stop sign.,249936
75171,Two girls standing in front of a red stop sign.,249936
75197,Two girls standing in front of a stop sign.,249936
155604,The surfboards are standing upright and are held in place by a rope. ,191360
155709,Several yellow surf boards are lined up on the beach. ,191360
155862,some colorful surfboards sitting on a rack ,191360
156001,Many identical yellow surfboards are upright in a display.,191360
156028,The surfboards are all lined up. some are yellow,191360
158443,A counter top with candles and an array of deserts.,308964
158459,Tea light candles are lit on the kitchen counter.,308964
158567,there are many different foods on top of this table ,308964
158675,A table with several tealight candles lit sitting on it.,308964
158712,a table that has different kinds of food,308964
132398,A MAN TAKING A SWING AT A TENNIS BALL.,428241
132434,A man with a racket goes to hit a ball.,428241
132479,A male tennis player is hitting the ball. ,428241
132524,Tennis player is attempts to hit the ball,428241
132641,A tennis player swings his racket to return a ball.,428241
105229,The man runs through the field as he throws the frisbee.,219841
105664,A young man tossing a white frisbee over a lush green field.,219841
106343,A boy is about to catch a frisbee.,219841
106349,a child catches a frisbe on the grass,219841
106418,A boy trying to catch a frisbee while outside with building.,219841
33431,A blue and yellow train pulling up to a station on a sunny day.,567922
33506,A bluish train car pulls into a station.,567922
33629,A passenger train on a track next to a station.,567922
33826,A blue and yellow train in the train station. ,567922
33840,A commuter train pulling into the train station ,567922
114521,A man pushing a cart filled with lots of ripe bananas.,36460
118838,A guy pushing a wheel barrow full of bananas.,36460
118902,very many bananas on a wheelbarrow and a man pushing,36460
119226,A man pulling a wheel barrel with a bunch of bananas in it. ,36460
119248,A farmer pushes a wheel barrel filled with bananas.,36460
95535,A baby holding a blue umbrella inside the house.,391642
95597,a child on the ground holding an open umbrella ,391642
95716,A child is under an open blue umbrella.,391642
95719,A young boy sitting on the ground while holding an umbrella.,391642
95833,A young boy that is sitting under a blue umbrella. ,391642
157989,A surfer standing with his surf board next to the water,312385
158047,Man standing the ocean with white surf board.,312385
158084,There is no image on this page to describe.,312385
158102,A man carrying a surfboard at the edge of the water.,312385
158179,A man carrying a white surfboard out of the ocean.,312385
154786,A man riding a board on top of a foamy wave.,408288
154940,A man that is in the water with a surfboard.,408288
154959,A surfer is falling off his surfboard and into the water. ,408288
155162,Man falling into the water as the wave knocks him off his surfboard,408288
155174,A man falling to the side off of his surfboard ,408288
108938,Person with cross-country skies and poles standing in the middle of a trail.,308630
108963,A person riding skis down a snow covered slope.,308630
109242,A skiers comes down a slope in a trail in the woods.,308630
109252,A skier with a red coat in front of trees.,308630
109261,A person on skis standing on a snow covered slope in front of trees.,308630
6912,A city bus traveling down a rod next to a stadium.,425280
7444,A blue and white bus driving along the street.,425280
7585,A street scene with an orange and blue bus on the road.,425280
7602,an orange blue and white bus and a brown round structure behind it,425280
7651,A public bus is driving down the road past a rounded building.,425280
137168,A crowd of people laying on a beach next to surfboards.,210342
138502,A group of people on the beach in front of a bunch of surfboards.,210342
138940,a fence with a bunch of surfboards lined up on it ,210342
139068,A group of people on the beach with a row of surfboards in the background.,210342
139517,Surfboards lined up behind people on a beach.,210342
120906,three people riding horses on a beach near a body of water ,103571
120981,a couple of people that are walking on a beach,103571
121428,Three people are riding horses along a lake.,103571
121457,Three people on horses beside a pond under an overcast sky,103571
121576,Three people on horse walk along the beach shore,103571
126079,Two people run across the field while playing with a Frisbee.,577373
126098,A girl catching a frisbee beside a soccer net.,577373
126123,Young adults playing game with disc on grass field.,577373
126192,A woman running towards a soccer net while holding a white frisbee.,577373
126379,a woman leaning forward while reaching out for a frisbee,577373
87400,A person with an umbrella walking across the street.,410068
87402,"a woman is crossing the street with an umbrella
",410068
87445,A woman with a green striped umbrella crosses a street past a brightly painted truck.,410068
87483,A woman walking down the street holding an umbrella.,410068
87691,A woman with a green umbrella crosses the wet street.,410068
197426,Many people are gathered together for the dinner party.,398222
197500,Group of people gathering for a Christmas dinner.,398222
197503,A group of people gathered together for a meal,398222
197540,A gathering of people around a large table eating.,398222
197553,A group of people sit at tables to eat a Christmas meal.,398222
63672,a couple of buildings that has some cars outside of them,122051
63693,Old fashioned photo of city street with car,122051
63789,A car is driving down the street next to a sidewalk. ,122051
63825,A traffic direction sign on a street with few cars.,122051
63843,a car drives down a dirty olf rainy road,122051
175011,a baseball player bunting at a baseball on a field,474078
175180,A baseball player at home base is swinging his arm to hit the ball. ,474078
175247,Batter punts a ball during a baseball game.,474078
175278,A baseball player swinging a bat a a baseball.,474078
175301,A baseball player on home plate swinging a bat.,474078
189091,A tennis player slides through the dirt for a hit,515214
189299,A male tennis player with a racket and ball at the court,515214
189340,A guy holding a tennis racket in the middle of hitting a ball. ,515214
189348,A man hitting a tennis ball on a clay court.,515214
189522,A tennis player hits the tennis ball on the court,515214
110943,Cameramen take pictures of a man leading a horse on a track.,525087
110973,People taking picture of a race horse walking by.,525087
110985,a person leading a horse on a track,525087
111174,A security guard walking with a prized horse.,525087
111338,A race horse being led to race track.,525087
190849,A man holding a Wii game controller in his hands.,122388
190957,A boy watching a person play with a wii remote.,122388
191000,A couple of people are playing video games.,122388
191088,two people one is holding a television game controller,122388
191236,A man holds a Wii controller as a boy looks on.,122388
132748,A woman in a bikini top carries a surf board near the water.,355660
132765,A woman carrying a surf board walking on a pier.,355660
132886,A woman in a bikini carries a surfboard across a bridge.,355660
132887,A beautiful girl in a blue bikini top holding a surfboard.,355660
133149,A woman is walking across a wooden bridge with a surfboard.,355660
29800,A man that is sitting at a keyboard.,326088
29885,A man reads music while playing an electric keyboard.,326088
29901,The person is reading music and playing a keyboard.,326088
29906,a guy sitting at an organ playing music,326088
29929,A MAN IS PLAYING AN ELECTRONIC INSTRUMENT USING SHEET MUSIC,326088
116180,Skateboarder is riding his skateboard down the steps.,421218
116365,a person jumping a skate board in the air,421218
116370,He is flying over the steps on his skateboard.,421218
116427,A man on a skateboard jumping down a set of stairs.,421218
116530,Male skateboarder displaying leaping ability over steps with handrails.,421218
46985,Pair of scantily clad adults resting on red benches across of city skyline.,292945
47018,A woman and man laying on top of a bench in front of a city.,292945
47053,Jogging couple resting on benches at the pier across the city view,292945
47116,Two joggers rest on a boardwalk bench across the river from a city.,292945
47254,Two people in running attire rest on long benches.,292945
45176,A boy with red shirt and hat holding a baseball bat.,508787
45237,A young child is sitting in the grass holding a plastic bat.,508787
45291,A little boy sitting in grass holding a baseball bat.,508787
45334,A young child smiling while sitting in the grass.,508787
45349,A little boy sitting in a field holding a bat.,508787
135056,A person is laying on a rolling bed in the street,269815
135294,A woman in jeans and with glasses with an excited expression as she lay on a bed with wheels in front of a building.,269815
135423,A person jumping in to a red bed.,269815
135756,A woman with glasses poses on a bed outside a building,269815
135760,a person laying on a bed with wheels outdoors,269815
81886,a man in a burgundy collar shirt and gold vest putting on his tie,544201
81996,Man in red shirt tying a silver tie.,544201
82090,A person in a vest and tie standing.,544201
82110,a man in a dress shirt with a vest ties his silver tie,544201
82135,A man in a vest that is holding his tie.,544201
39777,A couple of long buses stopped at a bus stop next to a bridge.,269099
39833,A street scene with four buses lined up on the side of the road.,269099
40009,Buses lined up on the side of the street.,269099
40027,A line of buses parked outside on a city street.,269099
40055,A tandem city bus parked on a city street.,269099
121160,Guy jumps up to catch the frisbee in the gym,273321
121166,A man is in mid-jump on an indoor basketball court. ,273321
121201,A person off to the side is wearing an orange tank top and a man in the middle is jumping up in the air catching something and across from the gym is a woman and a child.,273321
121346,a man is jumping in the air with a tennis racket,273321
121350,A man in a red shirt in midair catching a flying disc.,273321
160799,Man lighting candles on a white cake held by a woman.,27578
160802,A woman holds a birthday cake as a man lights the candles while another man looks on.,27578
160839,a man lighting the candles on a birthday cake ,27578
160875,this is three people lighting candles on a cake,27578
160908,"Three people are in a bedroom, one of them is lighting candles on a cake.",27578
30162,A city bus is shown with a bike in front.,204887
30253,"A street view,  left, shows a curb  with a yellow fire hydrant and a big bus, holding a bicycle in front, and to the right, an island with cars moving on either side, and far off street signs, a crosswalk with pedestrians, and buildings. ",204887
30522,A bicycle is attached to the front of this bus.,204887
30623,a city bus drives down a street ,204887
30786,A bus that has a bike on the front of it.,204887
200374,A pregnant with writing on her stomach while holding a brown teddy bear.,435205
200398,a very pregnant woman holing a teddy bear by her belly as writes on her stomach,435205
200404,A hand that is holding a stuffed animal and a pencil.,435205
200441,Pregnant woman writing on her stomach holding a yellow teddy bear. ,435205
200457,A person holding a teddy bear as she writes on her belly.,435205
142791,A woman with a tennis racket and a ball in front of her.,159609
142809,Lady waiting to hit a incoming ball with her tennis racket.,159609
142827,A tennis player is hitting a tennis ball on the court.,159609
142881,A hesitant tennis player looking at an incoming ball,159609
142899,A girl in a tennis outfit getting ready to hit the tennis ball with her racket.,159609
48331,A white bus is driving down the street,562448
48552,VERY BLURRY PHOTO OF A BUS SPEEDING THROUGH A TUNNEL,562448
48576,A city bus driving on a road with blurred lights and the city street behind it.,562448
48617,A bus driving down a street at night.,562448
53033,A bus driving down the road really fast,562448
142089,A man pictured with a hotdog in his hands with people passing by. ,164780
142293,A man holding a hot dog in his hand.,164780
142476,A hand pointing to a half eaten hotdog with various condiments.,164780
142479,A person is pointing to a sandwich they are holding.,164780
146965,A person holding a partially eaten sandwich and pointing to it with their other hand.,164780
154285,The woman playing a video game stands near a man holding a wine glass.,254869
160314,A man and woman standing next to each other.,254869
160428,The people are playing a game in the room.,254869
160442,"Two people standing in a living room, one holding a Wii remote.",254869
160458,Two people playing Wii in a living room ,254869
48063,A large blue bus on a city street.,76595
48102,A transit bus pulling through a shopping area.,76595
48241,The city bus has pulled over the side of the road.,76595
48415, A bus has stopped on the street beside a building.,76595
48485,A commuter bus leaves a stop in a commercial parking lot,76595
64620,An image of a girl running above an image of a bench.,467151
64637,A women running down a sidewalk and a white bench with wooden seats,467151
64642,A photograph of a girl running above and a photograph of a bench below.,467151
64830,A woman is running in the top photo and bottom photo shows a bench.,467151
64912,Montage of two photos with woman running on sidewalk and park benches next to brush on open area.,467151
151112,A MAN WITH A BIRTHDAY CUPCAKE BLOWING OUT CANDLES,512416
151204,A man blowing out three candles on a cupcake.,512416
151254,a man blowing out some candles on a cupcake ,512416
151406,A man blowing out candles on a cupcake.,512416
151548,The man is holding a cupcake with 3 candles in it.,512416
22355,A woman walking across a street near motorcycles.,181542
22428,a bunch of motorcycles that are in the middle of street,181542
22834,A woman that is standing in a crosswalk near mopeds.,181542
22838,A woman in white crosses the road against the flow of motorcycle traffic.,181542
22958,A woman walking on a cross walk with cars driving on it.,181542
168240,A man with a glass holding a teddy bear,484312
168345,A man is holding a stuffed animal in his arm,484312
168698,A man in a blue suit with a demonic smirk on his face holding a small brown teddy bear.,484312
168811,Man in blue suit holding a teddy bear and a glass.,484312
169012,A man sitting in a boat holding a drink and a teddy bear.,484312
23447,a subway train with one passenger waiting to board ,568961
23542,a underground train station in the bronx are ,568961
23593,A New York subway train pulls in to the station,568961
23993,A subway train is leaving a station.  ,568961
23996,A subway station with a train pulling out of it.,568961
158289,A woman standing on a  tennis court holding a racquet.,68025
158479,A tennis player prepares to hit a tennis ball during a match.,68025
158527,A PICTURE OF A TENNIS PLAYER PLAYING A GAME ,68025
158908,A tennis player preparing to hit the ball.,68025
158983,A woman hitting a ball with a tennis racquet.,68025
113019,Horses and their riders are racing in a horse race.,80659
113389,a group of racing horses are racing around the track,80659
113429,A group of jockeys ride horses on a track.,80659
113467,horses racing on a race track with jockeys.,80659
113499,Horse number 11 and 6 engaged in a horse race.,80659
117349,A women who is carrying a young girl wearing snow skis.,121839
117379,Adult skier carries a child skier up a snowy slope.,121839
117390,"Adult carrying a child in full gear, including skiis at the bottom of a ski slope.",121839
117593,The young children are getting ready to ski down the hill. ,121839
117642,An adult skier carries a child skier under their arm on the slopes,121839
150093,Two pictures wide by side shows a man walking to a snowboard and standing on it,579192
150116,a male in a white shirt is surfing in some dirt,579192
150147,A man riding a ski down a dirt covered hillside.,579192
150250,A man is balancing on a broken sign in the dirt,579192
150506,The dual image shows a man walking to a striped line then standing on it.,579192
51675,People crossing a street in front of a taxi and tour bus.,373353
51712,A city street with people crossing in front of a taxi ,373353
51776,People crossing in a crosswalk in front of traffic in the city.,373353
51817,People are crossing the street in both directions.,373353
51980,People cross a crosswalk while a taxi and bus wait.,373353
138707,A man hitting a tennis ball with a tennis racquet.,198397
138802,A tennis player reaches to hit a tennis ball with his racquet. ,198397
139015,Tennis player serving a tennis ball playing on a clay court.,198397
139084,A man is hitting a tennis ball near some spectators on a tennis court.,198397
139111,A person extending a racquet toward a ball.,198397
126935,"A long table set with a variety fruits, vegetables and baked goods.",35395
126972,A table set with a variety of fruits and vegetables.,35395
127101,A long white table is set up with food.,35395
127120,a number of plates with food on a table ,35395
127145,The table has plates of fruit and cakes. ,35395
104613,A baseball player throwing a baseball on a field.,358019
107216,The young baseball player is throwing on the field with his team members in their positions.,358019
107457,an image of a pitcher throwing a ball,358019
107673,A boy playing baseball that is throwing a pitch.,358019
108730,A kid wearing a Georgetown Day Shirt has a baseball glove in his hand.,358019
101610,Two people walking through the snow on skies.,87889
101655,Two people with skis and ski poles are standing on snow next to trees,87889
101851,Two people on skis walking through the snow.,87889
101902,Two people on skis are moving on the snow.,87889
101980,Two people are walking through the white snow.,87889
72189,A person walking in the rain holding an umbrella.,153994
72821,A person standing in the rain holding a large umbrella.,153994
72941,a person with an umbrella some lights and a street,153994
73041,A person walking in the rain with an umbrella at night.,153994
73231,A person standing outside in the rain holding an umbrella.,153994
122980,Two people on horses walk down the middle of a street,449039
123062,A man on a horse and another on a draught horse pass people watching from their front yard,449039
123231,Riders on horseback on roadway in urban area with onlooker nearby.,449039
123237,Two adults riding their horses on the street. ,449039
123238,two men riding on two horse near houses ,449039
152818,Young person practicing first aid technique with others on grassy area.,77181
152846,Some people gathered around a CPR mannequin to learn CPR.,77181
152847,The woman is learning something on a mannequin. ,77181
152934,Some people gathered together around a dummy on a board.,77181
153013,A group of young people learning something outdoors.,77181
181972,there are many men preparing to cut a red ribbon,9647
182165,a number of people wearing suits cutting a ribbon,9647
182200,Five men in dark suits stand next to each other while one in the center holds a large pair of scissors near a red ribbon.,9647
182280,A group of men share in the cutting a ribbon to signify a grand opening.,9647
182388,Group of five men in suits preparing to cut a ribbon. ,9647
126934,A man throwing a frisbee to his friend standing in his yard.,303320
127059,A person with a big dipper tatoo throwing a frisbee to a man in a yard.,303320
127113,A person reaching out their hand towards a white frisbee.,303320
127315,A person that is standing in grass with a frisbee.,303320
127342,Frisbee barely thrown away from hand with intended target person.,303320
174287,Men are resting in a grassy area outside a building.,530520
174312,Man with a laptop sitting a lawn with his colleagues,530520
174453,Three young men sitting on a lawn while one uses a laptop.,530520
174729,A group of men sitting on a lush green field.,530520
174927,Men are sitting on the grass with a computer.,530520
109878,A man and two dogs laying on top of a bed.,163575
114558,black and white image of a man in bed with two dogs,163575
114566,Man and two dogs laying down on top of a bed. ,163575
114572,A man laying on bed next to two dogs.,163575
114607,Black and white photograph of a man on bed with two dogs.,163575
112815,A person doing a snow boarding stunt on a rail.,247057
